ID	Protein	logFC	AveExpr	t	P.Value	adj.P.Val	B
Q17RY0-1	CPEB4	0.016308192	3.318510079	0.231309595	0.824102733	0.996484411	-5.706761243
Q56A73	SPIN4	0.014918667	3.323926076	0.197017887	0.849761184	0.996484411	-5.706880432
Q6PK18-2	OGFOD3	-0.079704561	3.335672836	-0.560631417	0.59361755	0.991606664	-5.707114733
Q92574-1	TSC1	-0.049887501	3.337254512	-1.218984397	0.264748611	0.980500362	-5.707438619
Q96G75-1	RMND5B	0.040441635	3.329930358	0.399420778	0.702230677	0.996350978	-5.707769847
Q14344	GNA13	0.120948065	3.287316032	1.43298682	0.197623525	0.980500362	-5.707793907
P18850	ATF6	-0.030131389	3.292481738	-0.243082598	0.815345476	0.996484411	-5.708726478
P61254	RPL26	-0.083502185	3.296550751	-1.529792554	0.172627919	0.980500362	-5.709171524
P23396-1	RPS3	-0.042505268	3.322204049	-2.163782318	0.069709004	0.980500362	-5.709445088
Q86V85	GPR180	0.042346096	3.316324758	0.508347735	0.627805668	0.995808609	-5.709520813
O75369-3	FLNB	-0.072814713	3.344337485	-1.308730353	0.234486069	0.980500362	-5.709854883
Q8WVV9	HNRNPLL	0.038352447	3.342871788	1.57713101	0.1614978	0.980500362	-5.710029203
Q9BRQ8-1	AIFM2	-0.087139698	3.334262681	-1.23162674	0.260291718	0.980500362	-5.710632659
Q99638	RAD9A	0.041296232	3.345194223	0.826545277	0.437441088	0.980500362	-5.711128174
P07602-3	PSAP	-0.072402916	3.29405941	-1.652293364	0.14519583	0.980500362	-5.711175774
Q9Y608	LRRFIP2	0.080342113	3.28193074	1.307625385	0.234839526	0.980500362	-5.711252309
Q9UJC5	SH3BGRL2	-0.042030096	3.335715981	-0.880002583	0.409850437	0.980500362	-5.711551633
Q86X53	ERICH1	0.029458949	3.337075769	0.363395652	0.727704156	0.996350978	-5.711729048
Q13557	CAMK2D	-0.084318469	3.322046728	-1.078322369	0.318832887	0.980500362	-5.711873005
Q9NZ32	ACTR10	0.083755227	3.303122201	1.270532846	0.246978195	0.980500362	-5.712093993
Q14135-4	VGLL4	-0.050193847	3.336074916	-0.805244264	0.448798239	0.980500362	-5.712503492
P62380	TBPL1	-0.036864145	3.343324987	-0.565734552	0.590337768	0.991606664	-5.712542744
O75153	CLUH	-0.041930946	3.325300449	-1.825759816	0.113344381	0.980500362	-5.712650872
Q15796-1	SMAD2	0.046100762	3.355243262	0.658560911	0.532538807	0.982512816	-5.713100131
Q8N6T7-1	SIRT6	0.04476361	3.313723965	1.029484901	0.339607209	0.980500362	-5.713567479
O43318	MAP3K7	-0.052672722	3.335824969	-1.510661967	0.177324389	0.980500362	-5.713713645
Q13601	KRR1	-0.049497149	3.288724287	-1.456967805	0.191140952	0.980500362	-5.714338078
P30039	PBLD	0.082176641	3.40456947	0.644220296	0.541232479	0.984102778	-5.714589888
Q9NUX5-1	POT1	-0.050818054	3.317162817	-1.269137291	0.247445364	0.980500362	-5.715406105
Q92673	SORL1	0.079757171	3.331276539	1.207192793	0.268964176	0.980500362	-5.71550022
Q9NVV0	TMEM38B	0.049444015	3.297306944	0.456873747	0.662462834	0.995939725	-5.715509611
Q9UBU7	DBF4	0.064309302	3.3078746	0.942488961	0.379254159	0.980500362	-5.715620473
Q9NX04	C1orf109	0.106230827	3.36894486	0.718176009	0.497352994	0.980500362	-5.715673354
O95789	ZMYM6	0.025579343	3.32909554	0.312221875	0.764533908	0.996350978	-5.715785114
Q9BYC5	FUT8	-0.053121718	3.299260088	-0.793892827	0.454934771	0.980500362	-5.715896544
Q9NX14-2	NDUFB11	0.101858851	3.373793662	1.057623382	0.327509152	0.980500362	-5.7160912
Q8IW19	APLF	0.073727504	3.296931419	0.797958602	0.452730112	0.980500362	-5.716380596
Q8NFF5	FLAD1	-0.114957906	3.375818821	-1.102187848	0.309061982	0.980500362	-5.717254942
Q92870-4	APBB2	0.02708553	3.311865068	0.383096477	0.713724708	0.996350978	-5.71742845
O75072	FKTN	0.005338569	3.301290061	0.055106732	0.957689378	0.99819382	-5.717451493
Q9Y575-3	ASB3	0.010226412	3.296106915	0.092258386	0.929238875	0.996736827	-5.717473487
Q9UDX5	MTFP1	-0.041470931	3.376102116	-0.288192819	0.782065936	0.996350978	-5.717699965
Q4G0F5	VPS26B	-0.051507509	3.330184372	-1.465561585	0.188865381	0.980500362	-5.717885226
Q0P6D6	CCDC15	-0.012390016	3.332285999	-0.156613966	0.880246222	0.996736827	-5.718118663
Q68CZ1	RPGRIP1L	-0.098157104	3.354106535	-1.54254325	0.169561878	0.980500362	-5.718252743
Q2M296	MTHFSD	-0.036314853	3.362607157	-0.421149435	0.687062145	0.996350978	-5.718273452
Q86UT8	CCDC84	-0.028781618	3.293166378	-0.449215968	0.667699323	0.995939725	-5.718468509
Q9BT67	NDFIP1	-0.065314684	3.321134063	-0.748130261	0.480264615	0.980500362	-5.718494979
Q13596	SNX1	-0.049860519	3.33794777	-1.627659515	0.150359725	0.980500362	-5.71903901
P0CAP2-1	POLR2M	0.073816719	3.325557963	1.064489775	0.324610128	0.980500362	-5.719191357
Q6P4Q7	CNNM4	0.096747263	3.286831034	0.809092419	0.446731226	0.980500362	-5.719399298
Q16539-2	MAPK14	0.011227657	3.383298917	0.137452657	0.894784618	0.996736827	-5.719696852
Q6IA86-6	ELP2	-0.062319943	3.337159954	-1.585175023	0.159674339	0.980500362	-5.719989041
Q96MT8	CEP63	-0.053786046	3.334851811	-0.830090379	0.435570987	0.980500362	-5.720073032
Q9UI95	MAD2L2	0.047021722	3.325830498	0.902393554	0.398681881	0.980500362	-5.720269916
Q9UJJ9	GNPTG	-0.01834442	3.297326354	-0.175652868	0.865850196	0.996484411	-5.720460688
P59190-1	RAB15	0.010529881	3.337739326	0.111985989	0.914174282	0.996736827	-5.720646317
Q9NS18-2	GLRX2	-0.048704448	3.332716847	-0.798499817	0.452437204	0.980500362	-5.720987992
Q8NBJ9-2	SIDT2	-0.008526799	3.317529709	-0.091959773	0.929467164	0.996736827	-5.721109836
Q6PML9	SLC30A9	0.065388902	3.362476614	0.991184511	0.356641732	0.980500362	-5.721162652
Q96EY9	ADAT3	-0.034609345	3.374411955	-0.296550512	0.775951771	0.996350978	-5.721207543
P52294	KPNA1	0.050598734	3.332095528	0.941664871	0.37964609	0.980500362	-5.72167372
O60830-2	TIMM17B	-0.032067049	3.372869701	-0.246434783	0.812857149	0.996484411	-5.722150521
P82932	MRPS6	0.064026873	3.347679965	1.212956575	0.266896499	0.980500362	-5.722286134
P13498	CYBA	-0.076070025	3.349321151	-0.783952032	0.460356697	0.980500362	-5.722656541
O60907	TBL1X	0.01092826	3.337884702	0.157554857	0.879533573	0.996736827	-5.723110164
O00165-2	HAX1	0.085781252	3.349929252	0.684625817	0.516964127	0.980522052	-5.723358402
Q8WUA7	TBC1D22A	-0.053122583	3.349195047	-0.985832204	0.359074694	0.980500362	-5.723377158
Q9H0U6	MRPL18	-0.02081469	3.332417925	-0.21996131	0.832569916	0.996484411	-5.723471836
Q96MX3	ZNF48	0.021672837	3.304216768	0.314981357	0.762529871	0.996350978	-5.723705705
Q92567	FAM168A	0.01906739	3.337965711	0.277669601	0.789788123	0.996484411	-5.724600037
O43402	EMC8	0.035998852	3.320516282	1.41530544	0.20253011	0.980500362	-5.724605482
Q9H9G7	AGO3	-0.052579376	3.350365435	-0.769035747	0.468576189	0.980500362	-5.725368923
Q16626	MEA1	-0.05467148	3.29759812	-0.403958467	0.699050469	0.996350978	-5.725465214
Q9Y234	LIPT1	0.034232256	3.36952525	0.373157611	0.720762704	0.996350978	-5.725757189
Q9NS37	CREBZF	-0.042335111	3.294607067	-0.617680003	0.557552015	0.989185804	-5.726222391
Q66LE6	PPP2R2D	-0.009031817	3.361663702	-0.129933423	0.900502105	0.996736827	-5.72646895
P0CG12	DERPC	-0.063000294	3.338649315	-0.753795309	0.477077855	0.980500362	-5.727239194
Q2TBE0	CWF19L2	-0.075287048	3.335704862	-1.63405342	0.149002969	0.980500362	-5.727451945
P49441	INPP1	0.060734625	3.345781647	0.942983921	0.379018909	0.980500362	-5.727490495
Q9BQQ3-1	GORASP1	-0.061815224	3.334593605	-0.981653325	0.360983238	0.980500362	-5.727808641
Q9UBS8-1	RNF14	0.09015423	3.320470685	1.271074824	0.246796971	0.980500362	-5.727902707
P49356	FNTB	0.068211771	3.317914666	0.84026061	0.430237821	0.980500362	-5.728010974
P49336	CDK8	0.049567966	3.305246071	0.90246975	0.398644265	0.980500362	-5.728208014
Q9NVU0	POLR3E	-0.043157315	3.322419694	-1.339240023	0.22490971	0.980500362	-5.72821119
Q9H6U8-3	ALG9	0.051140995	3.29261388	0.483725175	0.644264347	0.995808609	-5.728356805
Q96CD0	FBXL8	0.035039935	3.397342249	0.290258619	0.7805531	0.996350978	-5.728522137
P13051	UNG	0.004762652	3.319002345	0.050987111	0.960849115	0.998236945	-5.728641843
Q96GC9	VMP1	0.035087547	3.300763472	0.288832881	0.781597093	0.996350978	-5.728683204
Q08209-2	PPP3CA	-0.060611737	3.339948988	-1.284322096	0.24240321	0.980500362	-5.728775949
Q93073-1	SECISBP2L	0.066564686	3.289338471	0.874510738	0.412624743	0.980500362	-5.72882955
O95260-2	ATE1	0.069389807	3.318109024	0.876695581	0.411519379	0.980500362	-5.729069672
Q8WV16-1	DCAF4	-0.055007964	3.355777641	-0.932228178	0.384156137	0.980500362	-5.729277115
Q86T03-2	PIP4P1	-0.007121136	3.319667919	-0.062787494	0.951800508	0.998182801	-5.729315489
Q9UHC1-1	MLH3	-0.021497639	3.330439356	-0.285655055	0.783925806	0.996350978	-5.729338295
Q9Y315	DERA	0.098161573	3.415638213	0.561435478	0.593100093	0.991606664	-5.729576332
P31153	MAT2A	0.102250852	3.315039429	1.154023054	0.288686116	0.980500362	-5.730222253
Q5BKY9-1	FAM133B	0.000152905	3.288488607	0.001921763	0.998523623	0.999313005	-5.730230671
Q9BTV6	DPH7	-0.038302759	3.35881364	-0.621542188	0.555158756	0.989185804	-5.730515608
Q04727-3	TLE4	-0.043411179	3.316572948	-0.581616074	0.580197408	0.990295568	-5.730638164
Q9Y646	CPQ	-0.030780477	3.350479266	-0.390832809	0.708267214	0.996350978	-5.730780876
Q8TBF4	ZCRB1	0.108826062	3.269470141	1.037766962	0.336009875	0.980500362	-5.731243703
Q9H082	RAB33B	0.067268147	3.298727378	0.835143402	0.432915335	0.980500362	-5.731328343
Q96AX9-14	MIB2	-0.054357415	3.321946458	-0.974029606	0.364485398	0.980500362	-5.731330145
Q9H0A0	NAT10	-0.036511427	3.289128088	-1.959665398	0.093508723	0.980500362	-5.731467324
Q9H9Q2	COPS7B	0.096928307	3.309232012	1.150029085	0.290215362	0.980500362	-5.731726549
Q96NB1	FOPNL	-0.034204157	3.326343405	-0.58653611	0.57707661	0.990295568	-5.731976907
Q7Z5L2-2	R3HCC1L	-0.056069761	3.331675846	-1.040795111	0.334702204	0.980500362	-5.732108275
P48426	PIP4K2A	-0.019243942	3.327416359	-0.268332267	0.796661657	0.996484411	-5.732436263
Q9UNH6-3	SNX7	0.129166948	3.311679434	1.325759654	0.229097554	0.980500362	-5.732461817
Q6Y7W6-1	GIGYF2	-0.003816722	3.315468785	-0.041516134	0.968116125	0.998416241	-5.732568744
P36873-2	PPP1CC	-0.110886514	3.351008688	-0.850219417	0.425061266	0.980500362	-5.732772202
Q9BRF8-1	CPPED1	0.028603324	3.353412364	0.432489197	0.679207122	0.996326251	-5.732909349
Q9P203-1	BTBD7	0.007367892	3.31972408	0.083717061	0.935771476	0.996736827	-5.732955124
O43791	SPOP	0.047620854	3.310522862	0.593875363	0.5724396	0.990295568	-5.733183972
Q9NW13-1	RBM28	0.06349681	3.24217737	1.544248311	0.169155728	0.980500362	-5.733347978
Q8N960	CEP120	0.065044706	3.298851214	1.304179508	0.235944794	0.980500362	-5.733390435
Q93015-2	NAA80	-0.035617854	3.371438191	-0.437764284	0.675567698	0.995939725	-5.733489535
Q03060-31	NA	0.008302371	3.300793235	0.107432175	0.91764856	0.996736827	-5.733863417
Q9BZK7	TBL1XR1	0.038796193	3.324405996	1.479658661	0.185186094	0.980500362	-5.733865217
Q969R8	ITFG2	0.055824588	3.338647992	0.857274366	0.421421535	0.980500362	-5.734099671
Q4VC31	CCDC58	0.073849796	3.288072686	1.35609072	0.219770207	0.980500362	-5.734162341
Q9BSF4	TIMM29	-0.013854455	3.364237432	-0.087552239	0.932837546	0.996736827	-5.734312222
Q6N063-1	OGFOD2	0.008482316	3.365456448	0.106852937	0.918090624	0.996736827	-5.734992796
O15143	ARPC1B	0.10545537	3.317531198	1.807553491	0.116341086	0.980500362	-5.735768365
Q96E29	MTERF3	0.103118422	3.394464566	1.129329442	0.298249516	0.980500362	-5.735861031
O14775	GNB5	-0.044681378	3.364387571	-0.702321056	0.506559057	0.980500362	-5.736455212
O60239	SH3BP5	-0.013657456	3.306779315	-0.133753453	0.897596599	0.996736827	-5.736995463
P15151-1	PVR	0.075888307	3.311212568	0.827201874	0.43709429	0.980500362	-5.737091452
Q8NDX6	ZNF740	0.041026563	3.354527156	0.735350328	0.487506449	0.980500362	-5.737218036
Q9NWB7	IFT57	-0.035896877	3.325037088	-0.66479364	0.528787834	0.981939473	-5.737300195
Q8N9F7	GDPD1	0.042556882	3.303401535	0.415409123	0.691054583	0.996350978	-5.73731644
O94876	TMCC1	0.030226681	3.325640285	0.27114857	0.794586381	0.996484411	-5.737349569
Q96E11	MRRF	-0.064979235	3.337011478	-1.055152451	0.328557479	0.980500362	-5.737575757
P51828	ADCY7	0.034193045	3.346069913	0.332047468	0.750180303	0.996350978	-5.737656021
P62699	YPEL5	-0.034651703	3.373326019	-0.352690577	0.735348241	0.996350978	-5.737930514
P62314	SNRPD1	0.039850892	3.305400332	1.449978285	0.193010117	0.980500362	-5.738363796
Q53TQ3-2	INO80D	0.030685288	3.307839378	0.459532144	0.660649749	0.995939725	-5.738399272
A2RUS2	DENND3	-0.04776305	3.342032849	-1.046639368	0.332189934	0.980500362	-5.738412361
Q8TBC5-3	ZSCAN18	-0.129679819	3.372630309	-1.03070191	0.339076685	0.980500362	-5.738996876
O94864-1	SUPT7L	-0.059463452	3.335301428	-0.930148745	0.385155404	0.980500362	-5.739145323
O14618	CCS	-0.050778949	3.342881048	-0.721180283	0.495621104	0.980500362	-5.739381493
Q99426	TBCB	-0.072007055	3.350508049	-1.214214574	0.266447014	0.980500362	-5.740909864
Q15388	TOMM20	-0.098055611	3.345451348	-0.527732027	0.615007635	0.992550282	-5.740919901
P56277-1	CMC4	-0.023286992	3.305453916	-0.211075422	0.83921681	0.996484411	-5.74139629
Q8N612-2	FAM160A2	-0.039708895	3.334152065	-1.028719356	0.339941268	0.980500362	-5.741485148
Q6IMN6-3	CAPRIN2	0.018308788	3.316640822	0.236285256	0.820398222	0.996484411	-5.741552993
Q8IVP5	FUNDC1	-0.028413946	3.332765453	-0.280699056	0.787562361	0.996484411	-5.74219872
P68431	H3C1	0.156806541	3.30600438	0.901417891	0.399163766	0.980500362	-5.74239587
P54760	EPHB4	0.085495539	3.291905294	0.959415982	0.371272065	0.980500362	-5.742542215
Q14BN4-3	SLMAP	0.080195191	3.287795151	1.348524532	0.222064882	0.980500362	-5.742925903
Q8N427	NME8	-0.042942601	3.328747537	-0.456780368	0.662526566	0.995939725	-5.743209083
Q9NWS9	ZNF446	0.02285252	3.320858401	0.341532515	0.743350579	0.996350978	-5.743271865
Q9P287	BCCIP	0.074783713	3.322467594	1.376849381	0.213582491	0.980500362	-5.74335719
Q9NWS6	FAM118A	0.057760147	3.355606977	0.888630785	0.405519583	0.980500362	-5.743473599
Q9Y3B4	SF3B6	0.082804215	3.290052086	1.321828529	0.230331694	0.980500362	-5.743474642
Q99808-2	SLC29A1	0.10190595	3.277809684	0.931261122	0.384620608	0.980500362	-5.743571555
Q9UNN8	PROCR	-0.030863871	3.358441939	-0.16035509	0.877413341	0.996496084	-5.743649807
Q9H5V8-1	CDCP1	0.088479813	3.319201853	1.030535643	0.339149126	0.980500362	-5.743806932
Q96RG2-1	PASK	-0.053933257	3.340942685	-1.416111028	0.202304188	0.980500362	-5.744075952
Q14CB8-2	ARHGAP19	-0.110837108	3.301011286	-1.169780208	0.282718471	0.980500362	-5.744463683
O75712	GJB3	0.039648927	3.292099553	0.302506824	0.771604837	0.996350978	-5.744566883
Q8IWD4-1	CCDC117	0.051873026	3.297507521	0.572692711	0.585882508	0.990295568	-5.744667294
Q8N9Z2-1	CCDC71L	-0.026537396	3.312027702	-0.359346326	0.730591728	0.996350978	-5.744764732
Q9H7P6	MVB12B	0.044671843	3.341865615	0.886039444	0.40681671	0.980500362	-5.744859753
Q96CG3	TIFA	-0.016072004	3.350608356	-0.182062719	0.861015581	0.996484411	-5.745142434
Q6UB98-1	ANKRD12	-0.058805649	3.324865417	-0.825629275	0.437925226	0.980500362	-5.745148497
Q9NRB3	CHST12	-0.000174956	3.31326483	-0.002223162	0.998292076	0.999313005	-5.745195049
Q96QT4	TRPM7	0.025189917	3.302874199	0.203222014	0.845103286	0.996484411	-5.745627887
Q9BRS8	LARP6	-0.016182185	3.327730722	-0.211552093	0.838859879	0.996484411	-5.745912878
Q8WUR7	C15orf40	0.059866824	3.333371723	0.739461737	0.485168732	0.980500362	-5.745933087
Q86TJ2-1	TADA2B	-0.033522758	3.309828446	-0.334874423	0.748142168	0.996350978	-5.746572046
Q9NQC1-1	JADE2	0.068199652	3.305533565	1.200208094	0.271488088	0.980500362	-5.746713298
Q9P2J3	KLHL9	-0.028547421	3.313004715	-0.437087733	0.676033946	0.995939725	-5.746767841
Q9H1J7	WNT5B	0.05361642	3.316521802	0.738148552	0.485914579	0.980500362	-5.746884961
Q5VTQ0-1	TTC39B	0.025102009	3.329309946	0.316849478	0.761174294	0.996350978	-5.747349198
Q92643	PIGK	0.081381592	3.297683731	1.213198663	0.26680995	0.980500362	-5.747456312
Q8N7R7-1	CCNYL1	0.003256919	3.2981391	0.022079774	0.983038984	0.998416241	-5.747493764
O43513	MED7	-0.037064203	3.329168134	-0.62844649	0.550895975	0.988198826	-5.747638019
C9JLW8	MCRIP1	-0.058632846	3.27073056	-0.781374831	0.461769659	0.980500362	-5.748469614
P78324	SIRPA	0.078034525	3.322293214	0.841387773	0.429649654	0.980500362	-5.748761005
Q9BUE6-2	ISCA1	-0.060943817	3.371565086	-0.998474162	0.353348876	0.980500362	-5.748884383
P54819	AK2	0.051920934	3.327756475	1.621238217	0.151734014	0.980500362	-5.748965596
O15155	BET1	0.023280787	3.327276639	0.294118044	0.777729514	0.996350978	-5.749239801
Q8N0Z8	PUSL1	-0.035917209	3.375530511	-0.402985205	0.699732023	0.996350978	-5.74965318
O95400	CD2BP2	-0.043952889	3.350324567	-1.099374809	0.310200806	0.980500362	-5.749677763
Q5T5U3	ARHGAP21	0.043028968	3.319779977	1.539339876	0.17032738	0.980500362	-5.74984561
Q8TB61	SLC35B2	-0.09507342	3.30768251	-0.830393245	0.435411485	0.980500362	-5.750029755
Q7Z5Y7	KCTD20	0.044982145	3.344336644	0.905322887	0.397237679	0.980500362	-5.750077
Q9H223	EHD4	-0.050281967	3.334750931	-1.515465899	0.176134081	0.980500362	-5.750221022
Q96RE7	NACC1	-0.041272897	3.334701179	-1.318319922	0.231438129	0.980500362	-5.75036445
Q9UI43	MRM2	-0.033992962	3.373775272	-0.275195288	0.791607602	0.996484411	-5.750631517
Q08495-1	DMTN	-0.012952796	3.330788843	-0.182683002	0.860548074	0.996484411	-5.750874543
P51809	VAMP7	0.050119014	3.290855041	1.042026664	0.334171536	0.980500362	-5.750946773
Q9NP80-1	PNPLA8	0.030691087	3.340622485	0.383385839	0.713520251	0.996350978	-5.751129711
Q8WVM8	SCFD1	0.051755812	3.308592053	1.717041276	0.132413887	0.980500362	-5.751271285
P61457	PCBD1	-0.043816761	3.346647963	-0.820182505	0.440811923	0.980500362	-5.751574005
Q96E22	NUS1	0.059037295	3.300401758	0.770799503	0.467599052	0.980500362	-5.751592794
O95997	PTTG1	0.053214454	3.344864087	1.041801831	0.334268365	0.980500362	-5.7519275
Q8TBK2	SETD6	0.024348278	3.338575736	0.278005646	0.789541123	0.996484411	-5.752498979
Q9NS84	CHST7	0.034438304	3.294894386	0.368105099	0.724351886	0.996350978	-5.752624661
Q7L592	NDUFAF7	0.091623514	3.366647495	1.225154704	0.26256526	0.980500362	-5.752745295
Q9H299	SH3BGRL3	-0.057886786	3.35751991	-0.956538025	0.372620014	0.980500362	-5.752969219
Q86T90	KIAA1328	0.014319322	3.310872807	0.182782919	0.860472772	0.996484411	-5.753147658
Q8N3J9	ZNF664	-0.035614123	3.337223377	-0.558807504	0.594792287	0.991606664	-5.753285902
Q9H6R6-1	ZDHHC6	0.062475194	3.272458437	0.683850631	0.517423077	0.980522052	-5.753536464
Q96J42-1	TXNDC15	0.066295433	3.316712808	0.48946025	0.640410916	0.995808609	-5.753639085
Q9NTM9	CUTC	-0.049618166	3.356712299	-0.947388053	0.376930563	0.980500362	-5.753721093
P51817	PRKX	-0.016532981	3.337151203	-0.176854688	0.864943244	0.996484411	-5.753779404
Q9NQP4	PFDN4	-0.057386216	3.335352117	-1.144721556	0.292258006	0.980500362	-5.753896143
Q86SE9	PCGF5	-0.003193952	3.341629523	-0.044847787	0.965559359	0.998416241	-5.754168193
Q66K64	DCAF15	-0.006881295	3.355374617	-0.096655777	0.925877925	0.996736827	-5.754316214
O14530	TXNDC9	-0.046676306	3.34123879	-1.452972967	0.19220724	0.980500362	-5.754317885
Q9BQE9-1	BCL7B	-0.033702232	3.305927252	-0.482090501	0.64536488	0.995939725	-5.754613664
Q8N1F8	STK11IP	-0.050827216	3.327859286	-1.014230798	0.346312906	0.980500362	-5.754672521
Q5VU43-2	PDE4DIP	0.03856101	3.316455308	0.458106941	0.661621462	0.995939725	-5.754724761
Q8N5P1	ZC3H8	0.106656706	3.284699862	0.950868325	0.375286528	0.980500362	-5.755084918
Q6QNY1	BLOC1S2	-0.039251466	3.328728327	-0.800078623	0.451583508	0.980500362	-5.755350157
Q6NUK4	REEP3	0.062114341	3.274473565	1.190551303	0.27501064	0.980500362	-5.756665216
Q5T3U5	ABCC10	-0.098202947	3.348591495	-0.410098099	0.69475798	0.996350978	-5.756914166
Q9NY93	DDX56	-0.065694997	3.308208085	-1.455853843	0.191437744	0.980500362	-5.756965228
Q14156-1	EFR3A	0.112901733	3.314379647	1.224763504	0.262703226	0.980500362	-5.757114702
P09972	ALDOC	-0.047157411	3.354885469	-0.830968467	0.435108665	0.980500362	-5.757136888
Q9P1Q0	VPS54	0.079046064	3.303085623	1.087866861	0.314895446	0.980500362	-5.757636959
P50750-2	CDK9	-0.053453226	3.319741539	-1.302938907	0.236343833	0.980500362	-5.757912634
Q9BSH5	HDHD3	0.117181296	3.391371261	0.860329061	0.419852636	0.980500362	-5.757928505
Q86TG7-1	PEG10	-0.03040379	3.349097407	-0.476046707	0.649442187	0.995939725	-5.758203277
Q9H6P5	TASP1	0.020458215	3.343330056	0.298163397	0.774773814	0.996350978	-5.758395094
Q9UIF9-1	BAZ2A	-0.063001785	3.303811524	-1.74313991	0.127572086	0.980500362	-5.758626681
Q9P0K8	FOXJ2	-0.006269578	3.341586576	-0.091976018	0.929454745	0.996736827	-5.75875593
P04062	GBA	0.098958515	3.336342776	1.401739059	0.206369025	0.980500362	-5.758810812
Q6NS38-1	ALKBH2	0.00133682	3.324898774	0.017129314	0.986841288	0.998416241	-5.758883131
Q14781-1	CBX2	-0.043523589	3.287673992	-0.555353274	0.597020679	0.991606664	-5.759254422
Q9Y303	AMDHD2	-0.036382351	3.362226292	-0.463058195	0.658248718	0.995939725	-5.759276909
P56270-2	MAZ	-0.107894944	3.358238917	-0.826078376	0.437687813	0.980500362	-5.759352052
O14777	NDC80	0.047111957	3.327659537	1.806257912	0.116557245	0.980500362	-5.759447376
O15327	INPP4B	-0.021052906	3.340954132	-0.297700431	0.775111871	0.996350978	-5.759590506
Q6UWZ7	ABRAXAS1	0.067034922	3.290960827	1.120703647	0.30165144	0.980500362	-5.759982404
Q9NSI6-2	BRWD1	-0.094424055	3.308943092	-1.079567299	0.318317051	0.980500362	-5.76042652
Q8IY92	SLX4	-0.004764824	3.301491094	-0.061509436	0.952780184	0.99819382	-5.760447258
P60228	EIF3E	-0.037451085	3.322374644	-1.902564748	0.101510904	0.980500362	-5.761198831
Q969T3	SNX21	0.094036473	3.318746222	0.801289331	0.450929618	0.980500362	-5.761558498
Q9H7L9	SUDS3	0.040147405	3.302290234	1.353667515	0.220502814	0.980500362	-5.761875995
A7KAX9	ARHGAP32	-0.040628063	3.327332308	-1.284598678	0.242312205	0.980500362	-5.761976191
Q9Y2S6	TMA7	-0.060626528	3.344556224	-0.823141362	0.439242102	0.980500362	-5.762056701
Q9BUE0	MED18	0.058746507	3.327819457	1.014965451	0.345987569	0.980500362	-5.76219486
Q8NC42	RNF149	0.054336282	3.295253917	0.444684829	0.670807291	0.995939725	-5.762533904
Q6PKC3-1	TXNDC11	-0.02463216	3.308710009	-0.307972788	0.767623579	0.996350978	-5.762903047
Q9H0X4	FAM234A	0.115747602	3.288931912	0.919708584	0.390202182	0.980500362	-5.762973593
Q13753-1	LAMC2	-0.010766568	3.299408811	-0.13508296	0.896585777	0.996736827	-5.763007567
Q15329	E2F5	-0.035278078	3.305748783	-0.480319004	0.646558618	0.995939725	-5.763501098
P42336	PIK3CA	-0.057789175	3.347862614	-1.324500988	0.229492065	0.980500362	-5.76353878
O15504	NUP42	0.062227636	3.292406704	0.930023171	0.385215811	0.980500362	-5.763559953
Q8IYB3	SRRM1	0.108205643	3.267113186	1.499648131	0.180081405	0.980500362	-5.763703528
P57764	GSDMD	0.062281172	3.349392178	1.526910592	0.173327994	0.980500362	-5.763947283
Q9UHD2	TBK1	-0.062371853	3.344159645	-1.681051134	0.139380066	0.980500362	-5.76433333
Q15637-5	SF1	-0.020061951	3.305690967	-0.166287605	0.872925093	0.996484411	-5.764565644
Q86UB9	TMEM135	-0.037413088	3.308771437	-0.428283329	0.68211554	0.996350978	-5.764674218
Q86TB3	ALPK2	-0.040504444	3.335988151	-0.985341781	0.359298268	0.980500362	-5.765565785
P0C0S5	H2AZ1	-0.080186941	3.28762438	-1.587188968	0.159220831	0.980500362	-5.765708144
P19474	TRIM21	0.043788679	3.354984513	1.471286581	0.187363194	0.980500362	-5.765976575
Q9NWB6	ARGLU1	-0.146359802	3.350707672	-1.06071517	0.326201213	0.980500362	-5.766891057
Q12800-1	TFCP2	-0.054374593	3.326652413	-1.057109692	0.327726871	0.980500362	-5.766999688
Q9NW81-4	DMAC2	0.092908663	3.385350371	0.813334887	0.444460211	0.980500362	-5.767180694
Q7Z5L9-1	IRF2BP2	-0.044303956	3.326585358	-1.207229829	0.268950847	0.980500362	-5.7672632
O43167-1	ZBTB24	-0.016108325	3.299384015	-0.206701221	0.842494115	0.996484411	-5.767340769
Q9H6E5	TUT1	-0.045191279	3.330902779	-1.078194299	0.318885991	0.980500362	-5.767604594
O94842	TOX4	-0.055179954	3.288220961	-1.366485364	0.216652098	0.980500362	-5.767907503
Q562R1	ACTBL2	-0.002510692	3.356930551	-0.030840748	0.976311178	0.998416241	-5.767977231
Q96BX8	MOB3A	-0.05349993	3.330968723	-0.495764475	0.636188924	0.995808609	-5.767991261
Q92782-2	DPF1	-0.062566594	3.328331234	-0.890292167	0.404689572	0.980500362	-5.768031078
A8CG34-1	POM121C	0.037301762	3.318085287	0.407409818	0.696635993	0.996350978	-5.76822568
Q9NXF1	TEX10	-0.067423483	3.286836295	-1.615126299	0.153053075	0.980500362	-5.768270084
P50579	METAP2	-0.035716142	3.329456048	-1.660522157	0.143508587	0.980500362	-5.76836118
